==========================================
SLURM_JOB_ID = 12172418
SLURM_JOB_NODELIST = a02-06
TMPDIR = /tmp/SLURM_12172418
==========================================
train_minibatches: 54673	 dev_minibatches: 200	test_minibatches: 100
/home1/dpwani/csci544/controllable-paraphrase-generation/train_cpgn_length.py:59: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  nn.init.xavier_uniform(self.att_parse_W.data)
/home1/dpwani/csci544/controllable-paraphrase-generation/train_cpgn_length.py:60: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  nn.init.xavier_uniform(self.att_W.data)
/home1/dpwani/csci544/controllable-paraphrase-generation/train_cpgn_length.py:66: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  nn.init.xavier_uniform(self.copy_hid_v.data)
/home1/dpwani/csci544/controllable-paraphrase-generation/train_cpgn_length.py:67: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  nn.init.xavier_uniform(self.copy_att_v.data)
/home1/dpwani/csci544/controllable-paraphrase-generation/train_cpgn_length.py:68: UserWarning: nn.init.xavier_uniform is now deprecated in favor of nn.init.xavier_uniform_.
  nn.init.xavier_uniform(self.copy_inp_v.data)
/home1/dpwani/csci544/controllable-paraphrase-generation/train_cpgn_length.py:81: UserWarning: Implicit dimension choice for softmax has been deprecated. Change the call to include dim=X as an argument.
  result = torch.nn.functional.softmax(vector)
/home1/dpwani/csci544/controllable-paraphrase-generation/train_cpgn_length.py:232: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  decoder_preds = self.out_nonlin(decoder_preds)
/home1/dpwani/csci544/controllable-paraphrase-generation/train_cpgn_length.py:686: UserWarning: torch.nn.utils.clip_grad_norm is now deprecated in favor of torch.nn.utils.clip_grad_norm_.
  torch.nn.utils.clip_grad_norm(params, args.grad_clip)
/home1/dpwani/csci544/controllable-paraphrase-generation/train_cpgn_length.py:302: UserWarning: Implicit dimension choice for log_softmax has been deprecated. Change the call to include dim=X as an argument.
  preds = self.out_nonlin(preds).squeeze()
done with batch 0 / 54673 in epoch 0, loss: 13.528298, time:2


done with batch 1000 / 54673 in epoch 0, loss: 5.992055, time:718


done with batch 2000 / 54673 in epoch 0, loss: 4.927272, time:752


done with batch 3000 / 54673 in epoch 0, loss: 4.471867, time:726


done with batch 4000 / 54673 in epoch 0, loss: 4.283975, time:743


done with batch 5000 / 54673 in epoch 0, loss: 4.072889, time:725


done with batch 6000 / 54673 in epoch 0, loss: 3.868420, time:683


done with batch 7000 / 54673 in epoch 0, loss: 3.658097, time:725


done with batch 8000 / 54673 in epoch 0, loss: 3.494537, time:712


done with batch 9000 / 54673 in epoch 0, loss: 3.390488, time:739


done with batch 10000 / 54673 in epoch 0, loss: 3.197591, time:716


done with batch 11000 / 54673 in epoch 0, loss: 3.075627, time:722


done with batch 12000 / 54673 in epoch 0, loss: 3.028828, time:739


done with batch 13000 / 54673 in epoch 0, loss: 2.914148, time:729


done with batch 15000 / 54673 in epoch 0, loss: 2.793522, time:1436


done with batch 16000 / 54673 in epoch 0, loss: 2.724823, time:718


done with batch 17000 / 54673 in epoch 0, loss: 2.728560, time:716


done with batch 18000 / 54673 in epoch 0, loss: 2.709954, time:765


done with batch 19000 / 54673 in epoch 0, loss: 2.605208, time:731


done with batch 20000 / 54673 in epoch 0, loss: 2.571617, time:705


done with batch 21000 / 54673 in epoch 0, loss: 2.554014, time:727


done with batch 22000 / 54673 in epoch 0, loss: 2.527474, time:733


done with batch 23000 / 54673 in epoch 0, loss: 2.497062, time:725


done with batch 24000 / 54673 in epoch 0, loss: 2.484835, time:713


done with batch 25000 / 54673 in epoch 0, loss: 2.480689, time:708


done with batch 26000 / 54673 in epoch 0, loss: 2.458117, time:733


done with batch 28000 / 54673 in epoch 0, loss: 2.401159, time:1462


done with batch 29000 / 54673 in epoch 0, loss: 2.420113, time:721


done with batch 30000 / 54673 in epoch 0, loss: 2.361639, time:722


done with batch 31000 / 54673 in epoch 0, loss: 2.364749, time:742


done with batch 32000 / 54673 in epoch 0, loss: 2.364117, time:715


done with batch 33000 / 54673 in epoch 0, loss: 2.333249, time:719


